# requirement_level_code	M	M	M	R	O	O	R	O	M	M	O	O	O	O	M	M	O	O	O	M	M	M	R	R	R	HR	HR	HR	HR	HR	O	O	O	R	R	R	O	O	O	HR	HR	R	R	HR	R	HR	HR	HR	HR	R	R	R	O	O	HR	HR	R	R	HR	HR	R	R	R	R	R	O	O	R	O	M	O	R	R	R	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
# section	Sample information	Sample information	Sample information	Sample relations	Sample relations	Sample relations	Sample relations	Sample relations	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample storage	Sample storage	Sample storage	Sample storage	Sample storage	Sample storage	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	PCR	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined
samp_name	samp_category	neg_cont_type	pos_cont_type	materialSampleID	sample_derived_from	sample_composed_of	rel_cont_id	biological_rep_relation	decimalLongitude	decimalLatitude	verbatimLongitude	verbatimLatitude	verbatimCoordinateSystem	verbatimSRS	geo_loc_name	eventDate	eventDurationValue	verbatimEventDate	verbatimEventTime	env_broad_scale	env_local_scale	env_medium	habitat_natural_artificial_0_1	samp_collect_method	samp_collect_device	samp_size	samp_size_unit	samp_store_temp	samp_store_sol	samp_store_dur	samp_store_loc	dna_store_loc	samp_store_method_additional	samp_mat_process	filter_passive_active_0_1	stationed_sample_dur	pump_flow_rate	pump_flow_rate_unit	prefilter_material	size_frac_low	size_frac	filter_diameter	filter_surface_area	filter_material	filter_name	precip_chem_prep	precip_force_prep	precip_time_prep	precip_temp_prep	prepped_samp_store_temp	prepped_samp_store_sol	prepped_samp_store_dur	prep_method_additional	date_ext	samp_vol_we_dna_ext	samp_vol_we_dna_ext_unit	nucl_acid_ext_lysis	nucl_acid_ext_sep	nucl_acid_ext	nucl_acid_ext_kit	nucl_acid_ext_modify	dna_cleanup_0_1	dna_cleanup_method	concentration	concentration_unit	concentration_method	ratioOfAbsorbance260_280	pool_dna_num	nucl_acid_ext_method_additional	assay_name	samp_weather	minimumDepthInMeters	maximumDepthInMeters	tot_depth_water_col	elev	temp	chlorophyll	light_intensity	ph	ph_meth	salinity	suspend_part_matter	tidal_stage	turbidity	water_current	solar_irradiance	wind_direction	wind_speed	diss_inorg_carb	diss_inorg_carb_unit	diss_inorg_nitro	diss_inorg_nitro_unit	diss_org_carb	diss_org_carb_unit	diss_org_nitro	diss_org_nitro_unit	diss_oxygen	diss_oxygen_unit	tot_diss_nitro	tot_diss_nitro_unit	tot_inorg_nitro	tot_inorg_nitro_unit	tot_nitro	tot_nitro_unit	tot_part_carb	tot_part_carb_unit	tot_org_carb	tot_org_carb_unit	tot_org_c_meth	tot_nitro_content	tot_nitro_content_unit	tot_nitro_cont_meth	tot_carb	tot_carb_unit	part_org_carb	part_org_carb_unit	part_org_nitro	part_org_nitro_unit	nitrate	nitrate_unit	nitrite	nitrite_unit	nitro	nitro_unit	org_carb	org_carb_unit	org_matter	org_matter_unit	org_nitro	org_nitro_unit	ammonium	ammonium_unit	carbonate	carbonate_unit	hydrogen_ion	hydrogen_ion_unit	nitrate_plus_nitrite	nitrate_plus_nitrite_unit	omega_arag	pco2	pco2_unit	phosphate	phosphate_unit	pressure	pressure_unit	silicate	silicate_unit	tot_alkalinity	tot_alkalinity_unit	transmittance	serial_number	line_id	station_id	ctd_cast_number	ctd_bottle_number	replicate_number	extract_id	extract_plate	extract_well_number	extract_well_position	biosample_accession	organism	samp_collect_notes	dna_conc	dna_conc_unit	dna_yield	dna_yield_unit
GOMECC4_TAMPICO_Sta82_Deep_B	sample			GOMECC4_TAMPICO_Sta82_Deep					-95.588	22.276					Mexico: Gulf of Mexico	2021-10-06T18:58-04:00				marine biome [ENVO:00000447]	marine bathypelagic zone [ENVO:00000211]	sea water [ENVO:00002149]	0	https://zenodo.org/records/14224755 (v1.1.0) protocol_sampling_sterivex_dry.md	Niskin bottle on CTD rosette	1960	mL	-80	none	P6M	AOML Room 248	AOML Room 248		Pumped through Sterivex filter (0.22-µm) using peristaltic pump	1					no pre-filter	0.22			polyethersulfone	Millipore Sigma Sterivex-GP Pressure Filter Unit, 0.22 µm pore size, polyethersulfone membrane, with Luer outlet, gamma irradiated, sterile	not applicable	not applicable	not applicable	not applicable					2022-03-01	1960	ml	physical | chemical | enzymatic	magnetic beads	https://zenodo.org/records/14224755 (v1.0.0) protocol_extractdna_sterivex_kingfisher.md	ZymoBIOMICS 96 MagBead DNA Kit										Bacteria-16S-V4V5-Parada | Eukarya-18S-V9-Lane-Medlin		2979	2979	2989		4.36	0.0331		7.908		34.975								2194.55	µmol/kg							217.903	µmol/kg																					21.9108	µmol/kg	0.00098	µmol/kg									0.22842	µmol/kg	110.606	µmol/kg	1.24E-08	M	21.9118	µmol/kg	0.89	405	µatm	1.47107	µmol/kg	3019	dbar	25.4689	µmol/kg	2337.12	µmol/kg	4.18	GOMECC4_250	TAMPICO	Sta82	not provided	1	B	Plate2_61	GOMECC2021_Plate2	61	E8	SAMN37516340	seawater metagenome	Not enough water for eDNA. Combined bottles 1+2. Pick bottle 1 for CTD metadata.	0.04751	ng/µl	7.1265	ng
GOMECC4_TAMPICO_Sta82_Deep_C	sample			GOMECC4_TAMPICO_Sta82_Deep					-95.588	22.276					Mexico: Gulf of Mexico	2021-10-06T18:58-04:00				marine biome [ENVO:00000447]	marine bathypelagic zone [ENVO:00000211]	sea water [ENVO:00002149]	0	https://zenodo.org/records/14224755 (v1.1.0) protocol_sampling_sterivex_dry.md	Niskin bottle on CTD rosette	1900	mL	-80	none	P6M	AOML Room 248	AOML Room 248		Pumped through Sterivex filter (0.22-µm) using peristaltic pump	1					no pre-filter	0.22			polyethersulfone	Millipore Sigma Sterivex-GP Pressure Filter Unit, 0.22 µm pore size, polyethersulfone membrane, with Luer outlet, gamma irradiated, sterile	not applicable	not applicable	not applicable	not applicable					2022-03-01	1900	ml	physical | chemical | enzymatic	magnetic beads	https://zenodo.org/records/14224755 (v1.0.0) protocol_extractdna_sterivex_kingfisher.md	ZymoBIOMICS 96 MagBead DNA Kit										Bacteria-16S-V4V5-Parada | Eukarya-18S-V9-Lane-Medlin		2979	2979	2989		4.36	0.0331		7.908		34.975								2194.55	µmol/kg							217.903	µmol/kg																					21.9108	µmol/kg	0.00098	µmol/kg									0.22842	µmol/kg	110.606	µmol/kg	1.24E-08	M	21.9118	µmol/kg	0.89	405	µatm	1.47107	µmol/kg	3019	dbar	25.4689	µmol/kg	2337.12	µmol/kg	4.18	GOMECC4_251	TAMPICO	Sta82	not provided	1	C	Plate2_58	GOMECC2021_Plate2	58	B8	SAMN37516341	seawater metagenome		0.01938	ng/µl	2.907	ng
GOMECC4_TAMPICO_Sta82_DCM_A	sample			GOMECC4_TAMPICO_Sta82_DCM					-95.588	22.276					Mexico: Gulf of Mexico	2021-10-06T18:58-04:00				marine biome [ENVO:00000447]	marine photic zone [ENVO:00000209]	sea water [ENVO:00002149]	0	https://zenodo.org/records/14224755 (v1.1.0) protocol_sampling_sterivex_dry.md	Niskin bottle on CTD rosette	2020	mL	-80	none	P6M	AOML Room 248	AOML Room 248		Pumped through Sterivex filter (0.22-µm) using peristaltic pump	1					no pre-filter	0.22			polyethersulfone	Millipore Sigma Sterivex-GP Pressure Filter Unit, 0.22 µm pore size, polyethersulfone membrane, with Luer outlet, gamma irradiated, sterile	not applicable	not applicable	not applicable	not applicable					2022-03-01	2020	ml	physical | chemical | enzymatic	magnetic beads	https://zenodo.org/records/14224755 (v1.0.0) protocol_extractdna_sterivex_kingfisher.md	ZymoBIOMICS 96 MagBead DNA Kit										Bacteria-16S-V4V5-Parada | Eukarya-18S-V9-Lane-Medlin		77	77	2989		22.09	0.0439		8.048		36.224								2112.66	µmol/kg							198.765	µmol/kg																					0.32476	µmol/kg	0.06339	µmol/kg									0.22528	µmol/kg	204.745	µmol/kg	8.95E-09	M	0.38815	µmol/kg	3.23	414	µatm	0.07119	µmol/kg	78	dbar	1.66768	µmol/kg	2406.31	µmol/kg	4.5786	GOMECC4_252	TAMPICO	Sta82	not provided	19	A	Plate2_47	GOMECC2021_Plate2	47	G6	SAMN37516342	seawater metagenome	AM cast.	0.8389	ng/µl	125.835	ng
GOMECC4_TAMPICO_Sta82_DCM_B	sample			GOMECC4_TAMPICO_Sta82_DCM					-95.588	22.276					Mexico: Gulf of Mexico	2021-10-06T18:58-04:00				marine biome [ENVO:00000447]	marine photic zone [ENVO:00000209]	sea water [ENVO:00002149]	0	https://zenodo.org/records/14224755 (v1.1.0) protocol_sampling_sterivex_dry.md	Niskin bottle on CTD rosette	2000	mL	-80	none	P6M	AOML Room 248	AOML Room 248		Pumped through Sterivex filter (0.22-µm) using peristaltic pump	1					no pre-filter	0.22			polyethersulfone	Millipore Sigma Sterivex-GP Pressure Filter Unit, 0.22 µm pore size, polyethersulfone membrane, with Luer outlet, gamma irradiated, sterile	not applicable	not applicable	not applicable	not applicable					2022-03-01	2000	ml	physical | chemical | enzymatic	magnetic beads	https://zenodo.org/records/14224755 (v1.0.0) protocol_extractdna_sterivex_kingfisher.md	ZymoBIOMICS 96 MagBead DNA Kit										Bacteria-16S-V4V5-Parada | Eukarya-18S-V9-Lane-Medlin		77	77	2989		22.09	0.0439		8.048		36.224								2112.66	µmol/kg							198.765	µmol/kg																					0.32476	µmol/kg	0.06339	µmol/kg									0.22528	µmol/kg	204.745	µmol/kg	8.95E-09	M	0.38815	µmol/kg	3.23	414	µatm	0.07119	µmol/kg	78	dbar	1.66768	µmol/kg	2406.31	µmol/kg	4.5786	GOMECC4_253	TAMPICO	Sta82	not provided	19	B	Plate2_52	GOMECC2021_Plate2	52	D7	SAMN37516343	seawater metagenome		0.8295	ng/µl	124.425	ng
GOMECC4_TAMPICO_Sta82_DCM_C	sample			GOMECC4_TAMPICO_Sta82_DCM					-95.588	22.276					Mexico: Gulf of Mexico	2021-10-06T18:58-04:00				marine biome [ENVO:00000447]	marine photic zone [ENVO:00000209]	sea water [ENVO:00002149]	0	https://zenodo.org/records/14224755 (v1.1.0) protocol_sampling_sterivex_dry.md	Niskin bottle on CTD rosette	2020	mL	-80	none	P6M	AOML Room 248	AOML Room 248		Pumped through Sterivex filter (0.22-µm) using peristaltic pump	1					no pre-filter	0.22			polyethersulfone	Millipore Sigma Sterivex-GP Pressure Filter Unit, 0.22 µm pore size, polyethersulfone membrane, with Luer outlet, gamma irradiated, sterile	not applicable	not applicable	not applicable	not applicable					2022-03-01	2020	ml	physical | chemical | enzymatic	magnetic beads	https://zenodo.org/records/14224755 (v1.0.0) protocol_extractdna_sterivex_kingfisher.md	ZymoBIOMICS 96 MagBead DNA Kit										Bacteria-16S-V4V5-Parada | Eukarya-18S-V9-Lane-Medlin		77	77	2989		22.09	0.0439		8.048		36.224								2112.66	µmol/kg							198.765	µmol/kg																					0.32476	µmol/kg	0.06339	µmol/kg									0.22528	µmol/kg	204.745	µmol/kg	8.95E-09	M	0.38815	µmol/kg	3.23	414	µatm	0.07119	µmol/kg	78	dbar	1.66768	µmol/kg	2406.31	µmol/kg	4.5786	GOMECC4_254	TAMPICO	Sta82	not provided	19	C	Plate2_54	GOMECC2021_Plate2	54	F7	SAMN37516344	seawater metagenome		1.266	ng/µl	189.9	ng
GOMECC4_TAMPICO_Sta82_Surface_A	sample			GOMECC4_TAMPICO_Sta82_Surface					-95.588	22.276					Mexico: Gulf of Mexico	2021-10-06T18:58-04:00				marine biome [ENVO:00000447]	marine photic zone [ENVO:00000209]	sea water [ENVO:00002149]	0	https://zenodo.org/records/14224755 (v1.1.0) protocol_sampling_sterivex_dry.md	Niskin bottle on CTD rosette	2000	mL	-80	none	P6M	AOML Room 248	AOML Room 248		Pumped through Sterivex filter (0.22-µm) using peristaltic pump	1					no pre-filter	0.22			polyethersulfone	Millipore Sigma Sterivex-GP Pressure Filter Unit, 0.22 µm pore size, polyethersulfone membrane, with Luer outlet, gamma irradiated, sterile	not applicable	not applicable	not applicable	not applicable					2022-03-01	2000	ml	physical | chemical | enzymatic	magnetic beads	https://zenodo.org/records/14224755 (v1.0.0) protocol_extractdna_sterivex_kingfisher.md	ZymoBIOMICS 96 MagBead DNA Kit										Bacteria-16S-V4V5-Parada | Eukarya-18S-V9-Lane-Medlin		10	10	2989		29.512	0.0364		8.042		36.225								2056.62	µmol/kg							194.865	µmol/kg																					0.02048	µmol/kg	0.00195	µmol/kg									0.24479	µmol/kg	242.782	µmol/kg	9.08E-09	M	0.02243	µmol/kg	4.104	414	µatm	0.08972	µmol/kg	10	dbar	1.41801	µmol/kg	2415.79	µmol/kg	4.5775	GOMECC4_255	TAMPICO	Sta82	not provided	23	A	Plate3_8	GOMECC2021_Plate3	8	H1	SAMN37516345	seawater metagenome	Not enough water for eDNA. Combined bottles 23+24. Pick bottle 23 for CTD metadata.	0.4757	ng/µl	71.355	ng
GOMECC4_TAMPICO_Sta82_Surface_B	sample			GOMECC4_TAMPICO_Sta82_Surface					-95.588	22.276					Mexico: Gulf of Mexico	2021-10-06T18:58-04:00				marine biome [ENVO:00000447]	marine photic zone [ENVO:00000209]	sea water [ENVO:00002149]	0	https://zenodo.org/records/14224755 (v1.1.0) protocol_sampling_sterivex_dry.md	Niskin bottle on CTD rosette	1960	mL	-80	none	P6M	AOML Room 248	AOML Room 248		Pumped through Sterivex filter (0.22-µm) using peristaltic pump	1					no pre-filter	0.22			polyethersulfone	Millipore Sigma Sterivex-GP Pressure Filter Unit, 0.22 µm pore size, polyethersulfone membrane, with Luer outlet, gamma irradiated, sterile	not applicable	not applicable	not applicable	not applicable					2022-03-01	1960	ml	physical | chemical | enzymatic	magnetic beads	https://zenodo.org/records/14224755 (v1.0.0) protocol_extractdna_sterivex_kingfisher.md	ZymoBIOMICS 96 MagBead DNA Kit										Bacteria-16S-V4V5-Parada | Eukarya-18S-V9-Lane-Medlin		10	10	2989		29.512	0.0364		8.042		36.225								2056.62	µmol/kg							194.865	µmol/kg																					0.02048	µmol/kg	0.00195	µmol/kg									0.24479	µmol/kg	242.782	µmol/kg	9.08E-09	M	0.02243	µmol/kg	4.104	414	µatm	0.08972	µmol/kg	10	dbar	1.41801	µmol/kg	2415.79	µmol/kg	4.5775	GOMECC4_256	TAMPICO	Sta82	not provided	23	B	Plate3_19	GOMECC2021_Plate3	19	C3	SAMN37516346	seawater metagenome		2.409	ng/µl	361.35	ng
GOMECC4_TAMPICO_Sta82_Surface_C	sample			GOMECC4_TAMPICO_Sta82_Surface					-95.588	22.276					Mexico: Gulf of Mexico	2021-10-06T18:58-04:00				marine biome [ENVO:00000447]	marine photic zone [ENVO:00000209]	sea water [ENVO:00002149]	0	https://zenodo.org/records/14224755 (v1.1.0) protocol_sampling_sterivex_dry.md	Niskin bottle on CTD rosette	1900	mL	-80	none	P6M	AOML Room 248	AOML Room 248		Pumped through Sterivex filter (0.22-µm) using peristaltic pump	1					no pre-filter	0.22			polyethersulfone	Millipore Sigma Sterivex-GP Pressure Filter Unit, 0.22 µm pore size, polyethersulfone membrane, with Luer outlet, gamma irradiated, sterile	not applicable	not applicable	not applicable	not applicable					2022-03-01	1900	ml	physical | chemical | enzymatic	magnetic beads	https://zenodo.org/records/14224755 (v1.0.0) protocol_extractdna_sterivex_kingfisher.md	ZymoBIOMICS 96 MagBead DNA Kit										Bacteria-16S-V4V5-Parada | Eukarya-18S-V9-Lane-Medlin		10	10	2989		29.512	0.0364		8.042		36.225								2056.62	µmol/kg							194.865	µmol/kg																					0.02048	µmol/kg	0.00195	µmol/kg									0.24479	µmol/kg	242.782	µmol/kg	9.08E-09	M	0.02243	µmol/kg	4.104	414	µatm	0.08972	µmol/kg	10	dbar	1.41801	µmol/kg	2415.79	µmol/kg	4.5775	GOMECC4_257	TAMPICO	Sta82	not provided	23	C	Plate3_14	GOMECC2021_Plate3	14	F2	SAMN37516347	seawater metagenome		0.806	ng/µl	120.9	ng
GOMECC4_VERACRUZ_Sta85_Deep_A	sample			GOMECC4_VERACRUZ_Sta85_Deep					-94.29	20.601					Mexico: Gulf of Mexico	2021-10-07T19:00-04:00				marine biome [ENVO:00000447]	marine bathypelagic zone [ENVO:00000211]	sea water [ENVO:00002149]	0	https://zenodo.org/records/14224755 (v1.1.0) protocol_sampling_sterivex_dry.md	Niskin bottle on CTD rosette	1900	mL	-80	none	P6M	AOML Room 248	AOML Room 248		Pumped through Sterivex filter (0.22-µm) using peristaltic pump	1					no pre-filter	0.22			polyethersulfone	Millipore Sigma Sterivex-GP Pressure Filter Unit, 0.22 µm pore size, polyethersulfone membrane, with Luer outlet, gamma irradiated, sterile	not applicable	not applicable	not applicable	not applicable					2022-03-01	1900	ml	physical | chemical | enzymatic	magnetic beads	https://zenodo.org/records/14224755 (v1.0.0) protocol_extractdna_sterivex_kingfisher.md	ZymoBIOMICS 96 MagBead DNA Kit										Bacteria-16S-V4V5-Parada | Eukarya-18S-V9-Lane-Medlin		1862	1862	1872		4.261	0.033		7.961		34.973								2193.41	µmol/kg							213.918	µmol/kg																					22.0601	µmol/kg	0.00586	µmol/kg									0.51738	µmol/kg	109.061	µmol/kg	1.09E-08	M	22.0659	µmol/kg	1.13	403	µatm	1.49163	µmol/kg	1882	dbar	25.1995	µmol/kg	2338.83	µmol/kg	4.6046	GOMECC4_258	VERACRUZ	Sta85	not provided	2	A	Plate2_56	GOMECC2021_Plate2	56	H7	SAMN37516348	seawater metagenome		0.03397	ng/µl	5.0955	ng
GOMECC4_VERACRUZ_Sta85_Deep_B	sample			GOMECC4_VERACRUZ_Sta85_Deep					-94.29	20.601					Mexico: Gulf of Mexico	2021-10-07T19:00-04:00				marine biome [ENVO:00000447]	marine bathypelagic zone [ENVO:00000211]	sea water [ENVO:00002149]	0	https://zenodo.org/records/14224755 (v1.1.0) protocol_sampling_sterivex_dry.md	Niskin bottle on CTD rosette	1900	mL	-80	none	P6M	AOML Room 248	AOML Room 248		Pumped through Sterivex filter (0.22-µm) using peristaltic pump	1					no pre-filter	0.22			polyethersulfone	Millipore Sigma Sterivex-GP Pressure Filter Unit, 0.22 µm pore size, polyethersulfone membrane, with Luer outlet, gamma irradiated, sterile	not applicable	not applicable	not applicable	not applicable					2022-03-01	1900	ml	physical | chemical | enzymatic	magnetic beads	https://zenodo.org/records/14224755 (v1.0.0) protocol_extractdna_sterivex_kingfisher.md	ZymoBIOMICS 96 MagBead DNA Kit										Bacteria-16S-V4V5-Parada | Eukarya-18S-V9-Lane-Medlin		1862	1862	1872		4.261	0.033		7.961		34.973								2193.41	µmol/kg							213.918	µmol/kg																					22.0601	µmol/kg	0.00586	µmol/kg									0.51738	µmol/kg	109.061	µmol/kg	1.09E-08	M	22.0659	µmol/kg	1.13	403	µatm	1.49163	µmol/kg	1882	dbar	25.1995	µmol/kg	2338.83	µmol/kg	4.6046	GOMECC4_259	VERACRUZ	Sta85	not provided	2	B	Plate2_55	GOMECC2021_Plate2	55	G7	SAMN37516349	seawater metagenome	PM cast.	0.02578	ng/µl	3.867	ng
GOMECC4_VERACRUZ_Sta85_Deep_C	sample			GOMECC4_VERACRUZ_Sta85_Deep					-94.29	20.601					Mexico: Gulf of Mexico	2021-10-07T19:00-04:00				marine biome [ENVO:00000447]	marine bathypelagic zone [ENVO:00000211]	sea water [ENVO:00002149]	0	https://zenodo.org/records/14224755 (v1.1.0) protocol_sampling_sterivex_dry.md	Niskin bottle on CTD rosette	1980	mL	-80	none	P6M	AOML Room 248	AOML Room 248		Pumped through Sterivex filter (0.22-µm) using peristaltic pump	1					no pre-filter	0.22			polyethersulfone	Millipore Sigma Sterivex-GP Pressure Filter Unit, 0.22 µm pore size, polyethersulfone membrane, with Luer outlet, gamma irradiated, sterile	not applicable	not applicable	not applicable	not applicable					2022-03-01	1980	ml	physical | chemical | enzymatic	magnetic beads	https://zenodo.org/records/14224755 (v1.0.0) protocol_extractdna_sterivex_kingfisher.md	ZymoBIOMICS 96 MagBead DNA Kit										Bacteria-16S-V4V5-Parada | Eukarya-18S-V9-Lane-Medlin		1862	1862	1872		4.261	0.033		7.961		34.973								2193.41	µmol/kg							213.918	µmol/kg																					22.0601	µmol/kg	0.00586	µmol/kg									0.51738	µmol/kg	109.061	µmol/kg	1.09E-08	M	22.0659	µmol/kg	1.13	403	µatm	1.49163	µmol/kg	1882	dbar	25.1995	µmol/kg	2338.83	µmol/kg	4.6046	GOMECC4_260	VERACRUZ	Sta85	not provided	2	C	Plate2_53	GOMECC2021_Plate2	53	E7	SAMN37516350	seawater metagenome		0.02927	ng/µl	4.3905	ng
GOMECC4_VERACRUZ_Sta85_DCM_A	sample			GOMECC4_VERACRUZ_Sta85_DCM					-94.29	20.601					Mexico: Gulf of Mexico	2021-10-07T19:00-04:00				marine biome [ENVO:00000447]	marine photic zone [ENVO:00000209]	sea water [ENVO:00002149]	0	https://zenodo.org/records/14224755 (v1.1.0) protocol_sampling_sterivex_dry.md	Niskin bottle on CTD rosette	1960	mL	-80	none	P6M	AOML Room 248	AOML Room 248		Pumped through Sterivex filter (0.22-µm) using peristaltic pump	1					no pre-filter	0.22			polyethersulfone	Millipore Sigma Sterivex-GP Pressure Filter Unit, 0.22 µm pore size, polyethersulfone membrane, with Luer outlet, gamma irradiated, sterile	not applicable	not applicable	not applicable	not applicable					2022-03-01	1960	ml	physical | chemical | enzymatic	magnetic beads	https://zenodo.org/records/14224755 (v1.0.0) protocol_extractdna_sterivex_kingfisher.md	ZymoBIOMICS 96 MagBead DNA Kit										Bacteria-16S-V4V5-Parada | Eukarya-18S-V9-Lane-Medlin		78	78	1872		21.907	0.0452		8.015		36.353								2129.9	µmol/kg							180.318	µmol/kg																					0.78308	µmol/kg	0.13263	µmol/kg									0.92253	µmol/kg	194.003	µmol/kg	9.66E-09	M	0.91571	µmol/kg	3.03	452	µatm	0.08192	µmol/kg	78	dbar	1.74267	µmol/kg	2404.09	µmol/kg	4.624	GOMECC4_261	VERACRUZ	Sta85	not provided	18	A	Plate2_50	GOMECC2021_Plate2	50	B7	SAMN37516351	seawater metagenome		1.93	ng/µl	289.5	ng
GOMECC4_VERACRUZ_Sta85_DCM_B	sample			GOMECC4_VERACRUZ_Sta85_DCM					-94.29	20.601					Mexico: Gulf of Mexico	2021-10-07T19:00-04:00				marine biome [ENVO:00000447]	marine photic zone [ENVO:00000209]	sea water [ENVO:00002149]	0	https://zenodo.org/records/14224755 (v1.1.0) protocol_sampling_sterivex_dry.md	Niskin bottle on CTD rosette	1980	mL	-80	none	P6M	AOML Room 248	AOML Room 248		Pumped through Sterivex filter (0.22-µm) using peristaltic pump	1					no pre-filter	0.22			polyethersulfone	Millipore Sigma Sterivex-GP Pressure Filter Unit, 0.22 µm pore size, polyethersulfone membrane, with Luer outlet, gamma irradiated, sterile	not applicable	not applicable	not applicable	not applicable					2022-03-01	1980	ml	physical | chemical | enzymatic	magnetic beads	https://zenodo.org/records/14224755 (v1.0.0) protocol_extractdna_sterivex_kingfisher.md	ZymoBIOMICS 96 MagBead DNA Kit										Bacteria-16S-V4V5-Parada | Eukarya-18S-V9-Lane-Medlin		78	78	1872		21.907	0.0452		8.015		36.353								2129.9	µmol/kg							180.318	µmol/kg																					0.78308	µmol/kg	0.13263	µmol/kg									0.92253	µmol/kg	194.003	µmol/kg	9.66E-09	M	0.91571	µmol/kg	3.03	452	µatm	0.08192	µmol/kg	78	dbar	1.74267	µmol/kg	2404.09	µmol/kg	4.624	GOMECC4_262	VERACRUZ	Sta85	not provided	18	B	Plate2_59	GOMECC2021_Plate2	59	C8	SAMN37516352	seawater metagenome		1.099	ng/µl	164.85	ng
GOMECC4_VERACRUZ_Sta85_DCM_C	sample			GOMECC4_VERACRUZ_Sta85_DCM					-94.29	20.601					Mexico: Gulf of Mexico	2021-10-07T19:00-04:00				marine biome [ENVO:00000447]	marine photic zone [ENVO:00000209]	sea water [ENVO:00002149]	0	https://zenodo.org/records/14224755 (v1.1.0) protocol_sampling_sterivex_dry.md	Niskin bottle on CTD rosette	1980	mL	-80	none	P6M	AOML Room 248	AOML Room 248		Pumped through Sterivex filter (0.22-µm) using peristaltic pump	1					no pre-filter	0.22			polyethersulfone	Millipore Sigma Sterivex-GP Pressure Filter Unit, 0.22 µm pore size, polyethersulfone membrane, with Luer outlet, gamma irradiated, sterile	not applicable	not applicable	not applicable	not applicable					2022-03-01	1980	ml	physical | chemical | enzymatic	magnetic beads	https://zenodo.org/records/14224755 (v1.0.0) protocol_extractdna_sterivex_kingfisher.md	ZymoBIOMICS 96 MagBead DNA Kit										Bacteria-16S-V4V5-Parada | Eukarya-18S-V9-Lane-Medlin		78	78	1872		21.907	0.0452		8.015		36.353								2129.9	µmol/kg							180.318	µmol/kg																					0.78308	µmol/kg	0.13263	µmol/kg									0.92253	µmol/kg	194.003	µmol/kg	9.66E-09	M	0.91571	µmol/kg	3.03	452	µatm	0.08192	µmol/kg	78	dbar	1.74267	µmol/kg	2404.09	µmol/kg	4.624	GOMECC4_263	VERACRUZ	Sta85	not provided	18	C	Plate2_49	GOMECC2021_Plate2	49	A7	SAMN37516353	seawater metagenome		1.702	ng/µl	255.3	ng
